scenario,display_name,year,dscr,rating,spread_bps,cost_of_debt,ebitda,debt_service
enhanced_11th_plan,Enhanced 11th Plan,2040,-0.419,D,5000,0.5675,-73500000.0,184746075.63
enhanced_combined,Enhanced Combined,2025,0.766,BBB,250,0.0925,145285126.85,184746075.63
enhanced_combined,Enhanced Combined,2026,0.676,BB,400,0.1075,128622683.41,184746075.63
enhanced_combined,Enhanced Combined,2027,0.585,BB,400,0.1075,111960239.98,184746075.63
enhanced_combined,Enhanced Combined,2028,0.495,BB,400,0.1075,95297796.54,184746075.63
enhanced_combined,Enhanced Combined,2029,0.448,BB,400,0.1075,86642476.95,184746075.63
enhanced_combined,Enhanced Combined,2030,0.353,BB,400,0.1075,69103062.81,184746075.63
enhanced_combined,Enhanced Combined,2031,0.308,BB,400,0.1075,60646014.86,184746075.63
enhanced_combined,Enhanced Combined,2032,0.277,BB,400,0.1075,55041028.17,184746075.63
enhanced_combined,Enhanced Combined,2033,0.247,BB,400,0.1075,49436041.47,184746075.63
enhanced_combined,Enhanced Combined,2034,0.217,BB,400,0.1075,43831054.78,184746075.63
enhanced_combined,Enhanced Combined,2035,0.186,BB,400,0.1075,38226068.09,184746075.63
enhanced_combined,Enhanced Combined,2036,0.156,BB,400,0.1075,32621081.39,184746075.63
enhanced_combined,Enhanced Combined,2037,0.122,BB,400,0.1075,26268763.14,184746075.63
enhanced_combined,Enhanced Combined,2038,0.087,BB,400,0.1075,19916444.89,184746075.63
enhanced_combined,Enhanced Combined,2039,-0.161,D,5000,0.5675,-25838548.53,184746075.63
enhanced_combined,Enhanced Combined,2040,-0.419,D,5000,0.5675,-73500000.0,184746075.63
