year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,735699704.3396001,464520793.32002354,41383108.3691025,73500000.0,16797.1804,579403901.689126,156295802.65047407,88750000.0,67545802.65047407,142000000.0,0.0,-74454197.34952593,0.0,139409351.98785555,0.4999160833333333,0.49990466972412484,0.0,0.6858419606641998
2026,735559414.3184,464432214.2006378,41375217.05541,73500000.0,33588.721600000004,579307431.2560478,156251983.06235218,88750000.0,67501983.06235218,137705552.61892185,0.0,-70203569.55656967,0.0,139376487.29676414,0.4998321666666667,0.4998093432800609,0.0,0.6856496758317003
2027,735419129.9364,464343638.641843,41367326.0589225,73500000.0,50374.623600000006,579210964.7007655,156208165.23563457,88750000.0,67458165.23563457,133196382.86878978,0.0,-65738217.63315521,0.0,139343623.92672592,0.49974825,0.49971402066780823,0.0,0.6854573987284229
2028,735278851.1935998,464255066.643639,41359435.37963999,73500000.0,67154.88639999999,579114502.023279,156164349.17032087,88750000.0,67414349.17032087,128461754.63115111,0.0,-61047405.46083024,0.0,139310761.87774065,0.4996643333333333,0.4996187018873668,0.0,0.6852651293543659
2029,735138578.09,464166498.206026,41351545.0175625,73500000.0,83929.51000000001,579018043.2235885,156120534.86641157,88750000.0,67370534.86641157,123490394.9816305,0.0,-56119860.11521894,0.0,139277901.14980868,0.4995804166666667,0.4995233869387367,0.0,0.6850728677095316
2030,734998310.6256001,464077933.32900393,41343654.97269,73500000.0,100698.49440000003,578921588.3016939,156076722.32390618,88750000.0,67326722.32390618,118270467.34963387,0.0,-50943745.02572769,0.0,139245041.74292964,0.4994965,0.49942807582191784,0.0,0.6848806137939176
2031,734883388.16256,464005371.28584045,41337190.584144,73500000.0,100682.74944000001,578842561.8699844,156040826.2925756,88750000.0,67290826.2925756,112789543.3360374,0.0,-45498717.0434618,0.0,139218119.7194317,0.4994184,0.49934998652054796,0.0,0.6847230983386696
2032,734768465.6995201,463932809.24267703,41330726.195598006,73500000.0,100667.00448000002,578763535.4382751,156004930.261245,88750000.0,67254930.26124501,107034573.12176111,0.0,-39779642.8605161,0.0,139191197.69593376,0.4993403,0.49927189721917814,0.0,0.6845655828834217
2033,734653543.23648,463860247.19951355,41324261.807052,73500000.0,100651.25952,578684509.0065656,155969034.22991443,88750000.0,67219034.22991443,100991854.39677101,0.0,-33772820.16685659,0.0,139164275.67243582,0.4992622,0.4991938079178082,0.0,0.6844080674281737
2034,734538620.77344,463787685.1563501,41317797.418506,73500000.0,100635.51456000001,578605482.574856,155933138.19858396,88750000.0,67183138.19858396,94646999.73553139,0.0,-27463861.53694743,0.0,139137353.64893797,0.4991841,0.4991157186164384,0.0,0.6842505519729264
2035,734423698.3104,463715123.1131866,41311333.02996,73500000.0,100619.76960000001,578526456.1431465,155897242.1672535,88750000.0,67147242.1672535,87984902.3412298,0.0,-20837660.173976302,0.0,139110431.62544012,0.499106,0.4990376293150685,0.0,0.6840930365176789
2036,734308775.84736,463642561.0700232,41304868.641414,73500000.0,100604.02464000002,578447429.7114372,155861346.1359228,88750000.0,67111346.13592279,80989700.07721312,0.0,-13878353.941290334,0.0,139083509.6019421,0.4990279,0.4989595400136987,0.0,0.6839355210624305
2037,734193853.38432,463569999.0268597,41298404.252868,73500000.0,100588.27968,578368403.2797277,155825450.10459232,88750000.0,67075450.10459232,73644737.69999562,0.0,-6569287.595403299,0.0,139056587.57844424,0.4989498,0.4988814507123288,0.0,0.683778005607183
2038,734078930.9212799,463497436.9836962,41291939.864322,73500000.0,100572.53472,578289376.8480182,155789554.07326174,88750000.0,67039554.07326174,65932527.203917235,276756.7173361257,830270.152008377,0.0,139029665.5549463,0.4988717,0.4988033614109589,0.0,0.6824060533825148
2039,733964008.45824,463424874.9405328,41285475.475776,73500000.0,100556.78976000001,578210350.4163089,155753658.04193115,88750000.0,67003658.04193115,57834706.183034934,2292237.9647240546,6876713.894172164,0.0,139002743.53144836,0.4987936,0.49872527210958906,0.0,0.6734044001644522
2040,733849085.9951999,463352312.8973693,41279011.08723,73500000.0,100541.0448,578131323.9845994,155717762.01060057,88750000.0,66967762.01060057,49331994.11110852,4408941.974873012,13226825.924619036,0.0,138975821.50795043,0.4987155,0.4986471828082192,0.0,0.6639585711150585
2041,733879692.74592,463371637.9997739,41280732.716958,73500000.0,100545.23808000001,578152370.7167319,155727322.02918804,88750000.0,66977322.02918804,40404146.43558578,6643293.898400564,19929881.69520169,0.0,138982991.52189103,0.4987363,0.49866797995890416,0.0,0.6541959567883883
2042,733910299.4966401,463390963.1021786,41282454.346686006,73500000.0,100549.43136000002,578173417.4488646,155736882.0477755,88750000.0,66986882.04777551,31029906.37628691,8989243.91787215,26967731.75361645,0.0,138990161.53583163,0.4987571,0.4986887771095891,0.0,0.6439436386076752
2043,733940906.2473601,463410288.2045832,41284175.97641401,73500000.0,100553.62464000002,578194464.1809973,155746442.06636286,88750000.0,66996442.06636286,21186954.314023092,11452371.938084941,34357115.81425482,0.0,138997331.54977214,0.4987779,0.498709574260274,0.0,0.6331771313802169
2044,733971512.99808,463429613.3069877,41285897.606142,73500000.0,100557.81792,578215510.9131297,155756002.08495033,88750000.0,67006002.08495033,10851854.64864608,14038536.859076062,42115610.57722819,0.0,139004501.56371275,0.4987987,0.4987303714109589,0.0,0.6218707256536767
2045,734002119.7487999,463448938.40939236,41287619.235869996,73500000.0,100562.01120000001,578236557.6452624,155765562.10353756,88750000.0,67015562.10353756,0.0,16753890.52588439,50261671.57765317,0.0,139011671.57765317,0.4988195,0.49875116856164387,0.0,0.0
2046,734032726.4995201,463468263.511797,41289340.86559801,73500000.0,100566.20448000001,578257604.377395,155775122.12212503,88750000.0,67025122.12212503,0.0,16756280.530531257,50268841.59159377,0.0,139018841.59159377,0.4988403,0.4987719657123288,0.0,0.0
2047,734063333.2502401,463487588.61420166,41291062.495326005,73500000.0,100570.39776000002,578278651.1095276,155784682.1407125,88750000.0,67034682.1407125,0.0,16758670.535178125,50276011.605534375,0.0,139026011.60553437,0.4988611,0.4987927628630137,0.0,0.0
2048,734093940.0009599,463506913.71660614,41292784.125053994,73500000.0,100574.59104000001,578299697.8416601,155794242.15929973,88750000.0,67044242.15929973,0.0,16761060.539824933,50283181.6194748,0.0,139033181.6194748,0.4988819,0.49881356001369864,0.0,0.0
2049,734124546.7516801,463526238.81901085,41294505.754782006,73500000.0,100578.78432,578320744.5737929,155803802.1778872,88750000.0,67053802.1778872,0.0,16763450.5444718,50290351.6334154,0.0,139040351.6334154,0.4989027,0.49883435716438357,0.0,0.0
2050,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2051,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2052,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2053,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2054,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2055,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2056,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2057,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2058,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
2059,734155153.5024,463545563.92141545,41296227.38451,73500000.0,100582.97760000001,578341791.3059254,155813362.19647467,88750000.0,67063362.19647467,0.0,16765840.549118668,50297521.647356,0.0,139047521.647356,0.4989235,0.49885515431506855,0.0,0.0
