scenario,display_name,year,dscr,rating,spread_bps,cost_of_debt,ebitda,debt_service
high_physical,High Physical (RCP 8.5),2038,1.5704626157635324,BBB,250,0.060000000000000005,539084927.5792253,301475241.96247303
high_physical,High Physical (RCP 8.5),2039,1.5776795943267998,BBB,250,0.060000000000000005,545784564.055018,301475241.96247303
high_physical,High Physical (RCP 8.5),2040,1.5844754512513506,BBB,250,0.060000000000000005,552551196.8955679,301475241.96247303
high_physical,High Physical (RCP 8.5),2041,1.590815884543916,BBB,250,0.060000000000000005,559385496.0645239,301475241.96247303
high_physical,High Physical (RCP 8.5),2042,1.5966644136538974,BBB,250,0.060000000000000005,566288138.225169,301475241.96247303
high_physical,High Physical (RCP 8.5),2043,1.6019822457200252,BBB,250,0.060000000000000005,573259806.8074205,301475241.96247303
high_physical,High Physical (RCP 8.5),2044,1.6067281336494281,BBB,250,0.060000000000000005,580301192.0754945,301475241.96247303
combined_aggressive,Combined Aggressive,2025,0.3171010480917033,B,600,0.095,95598115.20000005,301475241.96247303
combined_aggressive,Combined Aggressive,2026,0.14289254764529596,B,600,0.095,43078565.37599981,301475241.96247303
combined_aggressive,Combined Aggressive,2027,-0.03472364891610652,B,600,0.095,-10468320.458803177,301475241.96247303
combined_aggressive,Combined Aggressive,2028,-0.21579551211809875,B,600,0.095,-65057004.2302196,301475241.96247303
combined_aggressive,Combined Aggressive,2029,-0.4003715755999847,B,600,0.095,-120702117.62890196,301475241.96247303
combined_aggressive,Combined Aggressive,2030,-0.5885009414639066,B,600,0.095,-177418463.72297442,301475241.96247303
combined_aggressive,Combined Aggressive,2031,-0.814200714489863,B,600,0.095,-245461357.40684986,301475241.96247303
combined_aggressive,Combined Aggressive,2032,-1.0442330696046724,B,600,0.095,-314810417.32428455,301475241.96247303
combined_aggressive,Combined Aggressive,2033,-1.278659036902646,B,600,0.095,-385484042.53772795,301475241.96247303
combined_aggressive,Combined Aggressive,2034,-1.5175403724852057,B,600,0.095,-457500850.9827988,301475241.96247303
combined_aggressive,Combined Aggressive,2035,-1.7609395656451645,B,600,0.095,-530879681.63416815,301475241.96247303
combined_aggressive,Combined Aggressive,2036,-2.008919846097287,B,600,0.095,-605639596.6853937,301475241.96247303
combined_aggressive,Combined Aggressive,2037,-2.2615451912548847,B,600,0.095,-681799883.7426337,301475241.96247303
combined_aggressive,Combined Aggressive,2038,-2.518880333552098,B,600,0.095,-759380058.0321336,301475241.96247303
combined_aggressive,Combined Aggressive,2039,-2.780990767811559,B,600,0.095,-838399864.6213933,301475241.96247303
combined_aggressive,Combined Aggressive,2040,-3.047942758657067,B,600,0.095,-918879280.6539068,301475241.96247303
combined_aggressive,Combined Aggressive,2041,-3.357324521408309,B,600,0.095,-1012150222.438114,301475241.96247303
combined_aggressive,Combined Aggressive,2042,-3.672433132738963,B,600,0.095,-1107147667.2834818,301475241.96247303
combined_aggressive,Combined Aggressive,2043,-3.993348467948816,B,600,0.095,-1203895695.6153402,301475241.96247303
combined_aggressive,Combined Aggressive,2044,-4.320151352316534,B,600,0.095,-1302418674.2541323,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2025,0.6292871263160483,B,600,0.095,189714488.67000002,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2026,0.6475670897705129,B,600,0.095,195225445.0754999,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2027,0.6662119885837385,B,600,0.095,200846420.4565829,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2028,0.6852291330373681,B,600,0.095,206579618.68217617,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2029,0.7046259801005169,B,600,0.095,212427287.84384805,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2030,0.7244101363756967,B,600,0.095,218391721.14393127,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2031,0.7445893611039287,B,600,0.095,224475257.80149013,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2032,0.7651715692302394,B,600,0.095,230680283.97649163,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2033,0.7861648345307409,B,600,0.095,237009233.7125427,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2034,0.8075773928025426,B,600,0.095,243464589.89856964,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2035,0.8294176451177545,B,600,0.095,250048885.24981964,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2036,0.8516941611428713,B,600,0.095,256764703.30857265,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2037,0.8744156825248467,B,600,0.095,263614679.46495914,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2038,0.8936328963038098,B,600,0.095,270601501.9982877,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2039,0.9019257467809806,B,600,0.095,277727913.139297,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2040,0.9099875277982735,B,600,0.095,284996710.1537489,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2041,0.9177894416827457,B,600,0.095,292410746.44779515,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2042,0.9253006396836823,B,600,0.095,299972932.6955509,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2043,0.9324880909500152,B,600,0.095,307686237.9893282,301475241.96247303
Custom: 10th + Low Risk,Custom: 10th + Low Risk,2044,0.9393164433967348,B,600,0.095,315553691.01297635,301475241.96247303
