year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,877981091.6401663,556048974.8372178,49386436.404759355,73500000.0,553001.1598335739,678935411.2419772,199045680.39818907,118333333.33333333,80712347.06485574,142000000.0,0.0,-61287652.93514426,4146991.666666666,174720601.96530846,0.5969599999999999,0.5965842381768905,0.0,0.8552353712878384
2026,877913729.4416811,556034952.1444255,49382647.281094566,73500000.0,561496.158318761,678917599.4255201,198996130.01616108,118333333.33333333,80662796.68282776,137705552.61892185,0.0,-57042755.93609409,4211483.333333333,174618947.5121208,0.59692,0.5965384658632863,0.0,0.8547349431192726
2027,877846368.4253848,556020925.805398,49378858.22392789,73500000.0,569989.9746150596,678899784.0293258,198946584.39605892,118333333.33333333,80613251.06272559,133196382.86878978,0.0,-52583131.80606419,4275975.000000001,174517296.63037753,0.59688,0.596492694352974,0.0,0.8542345358465241
2028,877779008.5912699,556006895.8202465,49375069.23325893,73500000.0,578482.6087302525,678881965.0535054,198897043.53776443,118333333.33333333,80563710.2044311,128461754.63115111,0.0,-47898044.42672001,4340466.666666666,174415649.31999,0.59684,0.5964469236459488,0.0,0.8537341494690744
2029,877711649.939328,555992862.1890812,49371280.3090872,73500000.0,586974.060672025,678864142.4981683,198847507.4411596,118333333.33333333,80514174.10782628,123490394.9816305,0.0,-42976220.87380423,4404958.333333334,174314005.5808697,0.5968,0.5964011537422048,0.0,0.8532337839864058
2030,877644292.4695516,555978824.9120129,49367491.451412275,73500000.0,595464.3304483548,678846316.3634253,198797976.1061263,118333333.33333333,80464642.77279298,118270467.34963387,0.0,-37805824.57684089,4469450.000000001,174212365.41292804,0.59676,0.5963553846417371,0.0,0.8527334393980001
2031,877612641.5473723,555975121.0477558,49365711.087039694,73500000.0,600625.0126277652,678840832.1347955,198771809.4125768,118333333.33333333,80438476.07924347,112789543.3360374,0.0,-32351067.25679393,4508011.875,174154178.51776594,0.596742,0.5963338779811999,0.0,0.8524494038217904
2032,877580990.9517276,555971416.2112881,49363930.74103468,73500000.0,605785.3682722745,678835346.9523227,198745643.9994049,118333333.33333333,80412310.66607158,107034573.12176111,0.0,-26622262.455689535,4546573.750000001,174095992.582887,0.5967239999999999,0.5963123715425416,0.0,0.8521653738640085
2033,877549340.6826168,555967710.4026277,49362150.41339719,73500000.0,610945.397383161,678829860.8160249,198719479.86659193,118333333.33333333,80386146.5332586,100991854.39677101,0.0,-20605707.86351241,4585135.625,174037807.60827726,0.596706,0.5962908653257616,0.0,0.8518813495245725
2034,877517690.7400386,555964003.6217916,49360370.10412717,73500000.0,616105.0999615074,678824373.7259188,198693317.01411986,118333333.33333333,80359983.68078654,94646999.73553139,0.0,-14287016.054744855,4623697.500000001,173979623.5939232,0.596688,0.5962693593308589,0.0,0.8515973308034034
2035,877486041.1239909,555960295.8687972,49358589.81322449,73500000.0,621264.4760089811,678818885.6820216,198667155.44196928,118333333.33333333,80333822.10863595,87984902.3412298,0.0,-7651080.232593849,4662259.375000001,173921440.5398103,0.5966699999999999,0.5962478535578325,0.0,0.8513133177004157
2036,877454391.8344735,555956587.1436626,49356809.54068913,73500000.0,626423.525526568,678813396.6843517,198640995.1501218,118333333.33333333,80307661.81678848,80989700.07721312,0.0,-682038.2604246438,4700821.250000001,173863258.4459247,0.596652,0.5962263480066817,0.0,0.8510293102155291
