year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,697549223.6074072,441776633.2083631,39237143.82791665,73500000.0,439355.1676326988,615012757.7760761,82536465.83133113,118333333.33333333,-35796867.502002195,142000000.0,0.0,-177796867.50200218,4146991.666666666,87338691.040165,0.47428012799999997,0.47398158812201513,60498980.73979627,0.3439810266482933
2026,644375171.0451256,408121100.4901291,36246103.371288314,73500000.0,412129.5418035349,588996309.2806294,55378861.76449621,118333333.33333333,-62954471.56883712,137705552.61892185,0.0,-200660024.18775898,4211483.333333333,66905996.32337215,0.43813009661538455,0.43785005642879266,71129105.41921194,0.22452768756531535
2027,591209271.1413791,374467262.27780163,33255521.501702577,73500000.0,383875.0942884438,565129022.6453384,26080248.496040702,118333333.33333333,-92253084.83729263,133196382.86878978,0.0,-225449467.7060824,4275975.000000001,44867544.705363855,0.4019849058461538,0.4017240644307045,83906238.8658342,0.09567938122321445
2028,538051523.6815686,340815119.2333242,30265398.207088232,73500000.0,354592.0396867607,537911762.5097922,139761.17177641392,118333333.33333333,-118193572.16155691,128461754.63115111,0.0,-246655326.79270804,4340466.666666666,25347687.545498975,0.36584455569230767,0.36560361198193125,93331245.06937978,-0.018433125163516154
2029,510423082.5801015,323331233.70380414,28711298.39513071,73500000.0,341347.9922061929,530179264.02785563,-19756181.447754145,118333333.33333333,-138089514.78108746,123490394.9816305,0.0,-261579909.76271796,4404958.333333334,10361238.9141844,0.34706215384615385,0.34683020940700526,104636731.92892079,-0.10602155143219114
2030,454484721.3003863,287911496.10059017,25564765.57314673,73500000.0,308358.9132752558,494479378.4428668,-39994657.14248049,118333333.33333333,-158327990.4758138,118270467.34963387,0.0,-276598457.8254477,4469450.000000001,-4882109.523527027,0.3090298707692308,0.30882034226216726,107503116.76912984,-0.19511304785310798
2031,427516171.68350273,270835154.4281835,24047784.65719703,73500000.0,292585.6965360465,479619358.3714919,-52103186.687989175,118333333.33333333,-170436520.0213225,112789543.3360374,0.0,-283226063.3573599,4508011.875,-14002068.557658538,0.29069414368615376,0.29049533300955555,111236419.28611137,-0.24841572684340452
2032,409638605.0810489,259517192.9997454,23042171.535809003,73500000.0,282769.42617962195,472333707.05471367,-62695101.97366476,118333333.33333333,-181028435.30699807,107034573.12176111,0.0,-288063008.4287592,4546573.750000001,-21984566.896915242,0.27853974675692306,0.2783476061922761,116274342.51915927,-0.29506334741308987
2033,391762327.04707754,248199381.95263648,22036630.896398112,73500000.0,272742.94387977064,464202928.416011,-72440601.36893344,118333333.33333333,-190773934.70226675,100991854.39677101,0.0,-291765789.09903777,4585135.625,-29332253.31836675,0.26638608256615387,0.2662007549515367,120466915.56697634,-0.3379968085237896
2034,373887337.56164956,236881721.34622765,21031162.737842787,73500000.0,262506.2695755993,455227113.9458321,-81339776.38418251,118333333.33333333,-199673109.71751583,94646999.73553139,0.0,-294320109.4530472,4623697.500000001,-36045196.45480354,0.25423315111384615,0.2540547792737888,123814229.86176163,-0.37721651173243864
2035,356013636.60482556,225564211.23988837,20025767.059021436,73500000.0,252059.4232063638,448213385.72904456,-92199749.124219,118333333.33333333,-210533082.4575523,87984902.3412298,0.0,-298517984.7987821,4662259.375000001,-44228737.88483091,0.24208095239999994,0.24190967914548375,129123407.4301348,-0.4250403958162548
2036,338141224.156667,214246851.69298726,19020443.85881252,73500000.0,241402.42471092142,440072970.45971656,-101931746.30304956,118333333.33333333,-220265079.63638288,80989700.07721312,0.0,-301254779.713596,4700821.250000001,-51566297.643953845,0.22992948642461536,0.22976545455307337,133305674.90791678,-0.4679146078208481
2037,317888909.8611959,201420872.18671322,17881251.179692272,73500000.0,228821.27697214897,428149439.9880762,-110260530.12688029,118333333.33333333,-228593863.4602136,73644737.69999562,0.0,-302238601.16020924,4739383.125000001,-57851447.38682686,0.21615958030153845,0.2160040972638046,135347316.62167072,-0.504631376168586
2038,297638055.81357306,188595063.4989808,16742140.639513485,73500000.0,216002.01879614167,414949376.58554745,-117311320.77197438,118333333.33333333,-235644654.1053077,65932527.203917235,0.0,-301577181.30922496,4777945.000000001,-63178102.245647445,0.2023905046153846,0.20224373220643962,136112172.44705322,-0.535740179794582
2039,151850673.33318815,96221328.77346727,8541600.374991834,73500000.0,111097.85450416924,252494546.76633686,-100643873.43314871,118333333.33333333,-218977206.76648206,57834706.183034934,0.0,-276811912.949517,4816506.875,-50716078.6165282,0.10325734615384616,0.10318185565692824,74231617.61787774,-0.4627709303536661
2040,0.0,0.0,0.0,73500000.0,0.0,73500000.0,-73500000.0,118333333.33333333,-191833333.3333333,49331994.11110852,0.0,-241165327.44444183,4855068.750000001,-30396735.41666667,0.0,0.0,0.0,-0.3438300521713669
2041,789566535.2563094,500344226.04284024,44413117.6081674,73500000.0,586992.4876905264,1066488192.1272818,-276921656.8709724,118333333.33333333,-395254990.2043057,40404146.43558578,0.0,-435659136.6398915,4893630.625,-183001539.94489598,0.5369058,0.5365069412211279,448230848.47627413,-1.2366342924359819
2042,789538052.6589806,500340882.94098914,44411515.46206766,73500000.0,591633.869019377,1103818300.7883298,-314280248.12934923,118333333.33333333,-432613581.46268255,31029906.37628691,0.0,-463643487.83896947,4932192.5,-211059045.2636786,0.5368896000000001,0.5364875874232039,485565902.38527304,-1.4007368236191933
