year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,731664658.4437857,463377463.4600442,41156137.03746294,73500000.0,459349.556214326,578033600.4975071,153631057.94627857,118333333.33333333,35297724.61294524,142000000.0,0.0,-106702275.38705476,4133827.083333334,140672799.70970893,0.497475,0.49716287402409876,0.0,0.6560091326201707
2026,731622271.6216214,463369096.9129816,41153752.77871621,73500000.0,464944.3783784876,578022849.6916978,153599421.92992353,118333333.33333333,35266088.596590206,137705552.61892185,0.0,-102439464.02233164,4185154.1666666665,140597745.61410934,0.49745,0.4971340723673771,0.0,0.6556450820571477
2027,731579885.3842114,463360728.5952417,41151368.55286189,73500000.0,470538.61578860914,578012097.1481036,153567788.23610783,118333333.33333333,35234454.9027745,133196382.86878978,0.0,-97961927.96601528,4236481.250000001,140522693.2604142,0.497425,0.4971052711079932,0.0,0.6552810416856646
2028,731537499.7315524,463352358.5068666,41148984.35989982,73500000.0,476132.2684477185,578001342.8667665,153536156.8647859,118333333.33333333,35202823.53145258,128461754.63115111,0.0,-93258931.09969853,4287808.333333333,140447642.64858943,0.4974,0.497076470245945,0.0,0.6549170115055216
2029,731495114.6636413,463343986.64789885,41146600.199829824,73500000.0,481725.33635868155,577990586.8477287,153504527.8159126,118333333.33333333,35171194.482579276,123490394.9816305,0.0,-88319200.49905123,4339135.416666667,140372593.77860114,0.497375,0.49704766978123055,0.0,0.6545529915165208
2030,731452730.1804752,463335613.0183806,41144216.07265174,73500000.0,487317.8195246888,577979829.0910323,153472901.08944297,118333333.33333333,35139567.75610964,118270467.34963387,0.0,-83130899.59352423,4390462.5,140297546.65041557,0.49735,0.4970188697138477,0.0,0.6541889817184645
2031,731433517.6558369,463332910.38259315,41143135.36814083,73500000.0,489973.9441630561,577976045.750734,153457471.90510297,118333333.33333333,35124138.57176964,112789543.3360374,0.0,-77665404.76426776,4413626.250000001,140262811.01216057,0.49733875,0.49700581488899553,0.0,0.654019631977098
2032,731414305.2563065,463330207.3286957,41142054.670667246,73500000.0,492629.9436933807,577972261.999363,153442043.25694358,118333333.33333333,35108709.923610255,107034573.12176111,0.0,-71925863.19815086,4436790.0,140228075.77604103,0.4973275,0.4969927601491537,0.0,0.6538502845885469
2033,731395092.9818838,463327503.8566929,41140973.98023096,73500000.0,495285.8181162892,577968477.8369238,153426615.14495993,118333333.33333333,35093281.8116266,100991854.39677101,0.0,-65898572.585144415,4459953.75,140193340.9420533,0.49731625,0.49697970549432197,0.0,0.6536809395527896
2034,731375880.8325682,463324799.96658945,41139893.29683196,73500000.0,497941.5674318394,577964693.2634214,153411187.56914675,118333333.33333333,35077854.235813424,94646999.73553139,0.0,-59569145.499717966,4483117.500000001,140158606.5101934,0.497305,0.4969666509245,0.0,0.6535115968698032
2035,731356668.8083596,463322095.65839005,41138812.62047023,73500000.0,500597.19164033304,577960908.2788603,153395760.5294993,118333333.33333333,35062427.196165964,87984902.3412298,0.0,-52922475.14506383,4506281.25,140123872.4804578,0.49729375,0.49695359643968773,0.0,0.6533422565395668
2036,731337456.9092579,463319390.9320992,41137731.95114576,73500000.0,503252.6907421529,577957122.883245,153380334.0260129,118333333.33333333,35047000.69267957,80989700.07721312,0.0,-45942699.384533554,4529445.0,140089138.85284302,0.4972825,0.49694054203988497,0.0,0.6531729185620601
2037,731318245.1352623,463316685.78772163,41136651.2888585,73500000.0,505908.0647376003,577953337.0765802,153364908.05868208,118333333.33333333,35031574.725348756,73644737.69999562,0.0,-38613162.97464687,4552608.750000001,140054405.6273449,0.49727125,0.4969274877250913,0.0,0.6530035829372587
2038,731299033.486373,463313980.2252621,41135570.63360848,73500000.0,508563.3136269771,577949550.8588705,153349482.62750244,118333333.33333333,35016149.29416911,65932527.203917235,0.0,-30916377.909748122,4575772.5,140019672.80396017,0.49726,0.49691443349530673,0.0,0.6528342496651435
2039,731279821.9625895,463311274.2447253,41134489.985395655,73500000.0,511218.43741058494,577945764.2301209,153334057.7324686,118333333.33333333,35000724.39913528,57834706.183034934,0.0,-22833981.783899657,4598936.250000001,139984940.3826848,0.49724875,0.49690137935053097,0.0,0.652664918745691
2040,731260610.5639114,463308567.8461158,41133409.34422002,73500000.0,513873.43608856265,577941977.1903359,153318633.37357557,118333333.33333333,34985300.04024224,49331994.11110852,0.0,-14346694.07086628,4622100.000000001,139950208.36351502,0.4972375,0.49688832529076393,0.0,0.652495590178879
2041,731241399.2903383,463305861.02943814,41132328.71008153,73500000.0,516528.3096615368,577938189.7395196,153303209.55081868,118333333.33333333,34969876.21748535,40404146.43558578,0.0,-5434270.218100429,4645263.749999999,139915476.74644735,0.49722625,0.4968752713160051,0.0,0.6523262639646874
2042,731222188.1418706,463303153.7946976,41131248.08298022,73500000.0,519183.0581294032,577934401.8776778,153287786.26419282,118333333.33333333,34954452.93085949,31029906.37628691,981136.6386431456,2943409.9159294367,4668427.5,139880745.53147796,0.497215,0.49686221742625475,0.0,0.647851612227902
2043,731202977.118507,463300446.14189804,41130167.46291602,73500000.0,521837.6814929504,577930613.604814,153272363.51369298,118333333.33333333,34939030.18035965,21186954.314023092,3438018.9665841386,10314056.899752416,4691591.25,139846014.71860307,0.49720375,0.49684916362151216,0.0,0.6369012398887184
2044,731183766.2202479,463297738.0710445,41129086.84988894,73500000.0,524492.179752074,577926824.9209335,153256941.29931438,118333333.33333333,34923607.96598105,10851854.64864608,6017938.329333743,18053814.988001227,4714754.999999999,139811284.30781913,0.4971925,0.4968361099017775,0.0,0.6254109708148686
2045,731164555.4470928,463295029.5821417,41128006.24389897,73500000.0,527146.5529071568,577923035.8260407,153241519.62105203,118333333.33333333,34908186.2877187,0.0,8727046.571929675,26181139.715789024,4737918.75,139776554.29912236,0.49718125,0.4968230562670505,0.0,0.0
2046,731145344.7990413,463292320.67519414,41126925.644946076,73500000.0,529800.8009586626,577919246.3201402,153226098.47890103,118333333.33333333,34892765.1455677,0.0,8723191.286391925,26169573.859175775,4761082.5,139741824.6925091,0.49717,0.4968100027173308,0.0,0.0
2047,731126134.2760932,463289611.3502067,41125845.053030245,73500000.0,532454.923906731,577915456.4032369,153210677.87285638,118333333.33333333,34877344.53952305,0.0,8719336.134880763,26158008.404642288,4784246.25,139707095.48797563,0.49715875,0.49679694925261825,0.0,0.0
