year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,512165260.91064996,324364224.4220309,28809295.92622406,73500000.0,321544.68935002823,426673520.348255,85491740.56239498,118333333.33333333,-32841592.77093835,142000000.0,0.0,-174841592.77093834,4133827.083333334,89568311.67179623,0.3482325,0.34801401181686914,0.0,0.35700684183318165
2026,512135590.13513505,324358367.8390872,28807626.945101347,73500000.0,325461.06486494135,426665994.7841885,85469595.35094655,118333333.33333333,-32863737.982386783,137705552.61892185,0.0,-170569290.60130864,4185154.1666666665,89500375.67987657,0.348215,0.347993850657164,0.0,0.35668443789236487
2027,512105919.76894796,324352510.0166692,28805957.987003323,73500000.0,329377.0310520264,426658468.00367254,85447451.76527542,118333333.33333333,-32885881.56805791,133196382.86878978,0.0,-166082264.4368477,4236481.250000001,89432440.90728989,0.3481975,0.34797368977559523,0.0,0.35636204108562525
2028,512076249.8120866,324346650.95480657,28804289.051929872,73500000.0,333292.58791340294,426650940.00673646,85425309.80535012,118333333.33333333,-32908023.527983204,128461754.63115111,0.0,-161369778.15913433,4287808.333333333,89364507.3540126,0.34818,0.34795352917216144,0.0,0.35603965141282445
2029,512046580.2645489,324340790.65352917,28802620.139880873,73500000.0,337207.7354510771,426643410.79341006,85403169.47113883,118333333.33333333,-32930163.862194493,123490394.9816305,0.0,-156420558.84382498,4339135.416666667,89296575.02002078,0.3481625,0.3479333688468613,0.0,0.35571726887382293
2030,512016911.12633276,324334929.1128664,28800951.250856217,73500000.0,341122.47366728215,426635880.3637226,85381030.76261014,118333333.33333333,-32952302.57072319,118270467.34963387,0.0,-151222769.92035705,4390462.5,89228643.90529093,0.348145,0.34791320879969334,0.0,0.35539489346848285
2031,512003462.3590859,324333037.2678153,28800194.75769858,73500000.0,342981.76091413933,426633232.0255139,85370230.33357203,118333333.33333333,-32963102.9997613,112789543.3360374,0.0,-145752646.33579868,4413626.250000001,89197379.83351235,0.348137125,0.3479040704222969,0.0,0.3552458551785939
2032,511990013.6794145,324331145.130087,28799438.269467067,73500000.0,344840.96058536647,426630583.3995541,85359430.27986044,118333333.33333333,-32973903.05347289,107034573.12176111,0.0,-140008476.17523402,4436790.0,89166116.04322866,0.34812924999999995,0.3478949321044076,0.0,0.3550968185356761
2033,511976565.08731866,324329252.69968504,28798681.786161672,73500000.0,346700.07268140244,426627934.4858467,85348630.60147196,118333333.33333333,-32984702.731861368,100991854.39677101,0.0,-133976557.12863238,4459953.75,89134852.5344373,0.348121375,0.34788579384602536,0.0,0.35494778353971446
2034,511963116.5827977,324327359.9766126,28797925.30778237,73500000.0,348559.0972022876,426625285.284395,85337831.29840273,118333333.33333333,-32995502.0349306,94646999.73553139,0.0,-127642501.77046199,4483117.500000001,89103589.30713537,0.34811349999999996,0.34787665564715,0.0,0.35479875019069207
2035,511949668.1658518,324325466.960873,28797168.83432916,73500000.0,350418.0341482331,426622635.7952022,85327032.37064958,118333333.33333333,-33006300.962683752,87984902.3412298,0.0,-120991203.30391355,4506281.25,89072326.36132051,0.348105625,0.3478675175077814,0.0,0.354649718488595
2036,511936219.8364805,324323573.65246946,28796412.365802027,73500000.0,352276.88351950696,426619986.0182715,85316233.81820899,118333333.33333333,-33017099.515124336,80989700.07721312,0.0,-114006799.59233746,4529445.0,89041063.69699007,0.34809775,0.3478583794279194,0.0,0.3545006884334078
2037,511922771.59468365,324321680.0514052,28795655.902200956,73500000.0,354135.64531632024,426617335.9536061,85305435.64107752,118333333.33333333,-33027897.69225581,73644737.69999562,0.0,-106672635.39225143,4552608.750000001,89009801.31414147,0.348089875,0.3478492414075639,0.0,0.3543516600251154
2038,511909323.44046104,324319786.15768343,28794899.443525933,73500000.0,355994.3195388839,426614685.60120934,85294637.8392517,118333333.33333333,-33038695.49408163,65932527.203917235,0.0,-98971222.69799887,4575772.5,88978539.2127721,0.34808199999999995,0.3478401034467147,0.0,0.3542026332637026
2039,511895875.3738126,324317891.97130775,28794142.98977696,73500000.0,357852.9061874095,426612034.9610847,85283840.41272789,118333333.33333333,-33049492.920605436,57834706.183034934,0.0,-90884199.10364038,4598936.250000001,88947277.39287925,0.348074125,0.3478309655453717,0.0,0.3540536081491534
2040,511882427.39473796,324315997.4922811,28793386.540954012,73500000.0,359711.40526199376,426609384.0332351,85273043.36150289,118333333.33333333,-33060289.971830443,49331994.11110852,0.0,-82392284.08293897,4622100.000000001,88916015.8544605,0.34806624999999997,0.3478218277035347,0.0,0.35390458468145364
2041,511868979.5032369,324314102.72060674,28792630.097057074,73500000.0,361569.8167630759,426606732.8176638,85262246.6855731,118333333.33333333,-33071086.647760227,40404146.43558578,0.0,-73475233.08334601,4645263.749999999,88884754.59751315,0.348058375,0.34781268992120357,0.0,0.35375556286058774
2042,511855531.6993094,324312207.6562883,28791873.658086155,73500000.0,363428.1406905822,426604081.3143745,85251450.3849349,118333333.33333333,-33081882.948398426,31029906.37628691,0.0,-64111789.324685335,4668427.5,88853493.6220345,0.3480505,0.34780355219837833,0.0,0.3536065426865396
2043,511842083.9829549,324310312.2993286,28791117.224041216,73500000.0,365286.3770450652,426601429.52336985,85240654.45958507,118333333.33333333,-33092678.873748258,21186954.314023092,0.0,-54279633.18777135,4691591.25,88822232.92802213,0.348042625,0.34779441453505855,0.0,0.35345752415929527
2044,511828636.3541735,324308416.64973116,28790360.79492226,73500000.0,367144.5258264517,426598777.4446534,85229858.90952009,118333333.33333333,-33103474.42381324,10851854.64864608,0.0,-43955329.07245932,4714754.999999999,88790972.5154734,0.34803474999999995,0.3477852769312442,0.0,0.3533085072788392
2045,511815188.81296504,324306520.7074992,28789604.370729282,73500000.0,369002.5870350097,426596125.0782285,85219063.73473656,118333333.33333333,-33114269.598596767,0.0,0.0,-33114269.598596767,4737918.75,88759712.38438575,0.348026875,0.34777613938693536,0.0,0.0
2046,511801741.35932887,324304624.4726359,28788847.951462246,73500000.0,370860.5606710638,426593472.4240982,85208268.93523067,118333333.33333333,-33125064.398102656,0.0,0.0,-33125064.398102656,4761082.5,88728452.53475633,0.34801899999999997,0.3477670019021315,0.0,0.0
2047,511788293.9932653,324302727.94514465,28788091.53712117,73500000.0,372718.44673471164,426590819.48226583,85197474.51099944,118333333.33333333,-33135858.822333887,0.0,0.0,-33135858.822333887,4784246.25,88697192.96658291,0.348011125,0.34775786447683277,0.0,0.0
2048,511774846.7147738,324300831.12502867,28787335.127706025,73500000.0,374576.24522622104,426588166.2527347,85186680.46203905,118333333.33333333,-33146652.871294275,0.0,0.0,-33146652.871294275,4807410.0,88665933.67986262,0.34800325,0.34774872711103894,0.0,0.0
2049,511761399.5238542,324298934.0122912,28786578.7232168,73500000.0,376433.95614580315,426585512.73550797,85175886.78834623,118333333.33333333,-33157446.544987097,0.0,0.0,-33157446.544987097,4830573.75,88634674.674593,0.347995375,0.3477395898047498,0.0,0.0
