year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,697562331.5326889,441779796.3323742,39237881.14871375,73500000.0,437939.6267449888,615017795.0813268,82544536.45136201,118333333.33333333,-35788796.881971315,142000000.0,0.0,-177788796.8819713,4133827.083333334,87357908.58852151,0.4742880729230769,0.4739904948988155,60500117.60023897,0.3440742088916002
2026,644399389.9716172,408126946.05454963,36247465.68590347,73500000.0,409514.42488724785,589006190.5565509,55393199.41506636,118333333.33333333,-62940133.91826697,137705552.61892185,0.0,-200645686.53718883,4185154.1666666665,66943078.727966435,0.4381447763076922,0.4378665130813881,71131778.81609775,0.22470613771685302
2027,591242604.2322321,374475309.3228056,33257396.488063056,73500000.0,380276.2789802244,565143675.41152,26098928.82071209,118333333.33333333,-92234404.51262124,133196382.86878978,0.0,-225430787.38141102,4236481.250000001,44921048.698867396,0.40200511015384616,0.4017467141173571,83910969.60065141,0.09593465501019947
2028,538091974.187155,340824886.52287537,30267673.54802747,73500000.0,350225.3164017683,537930821.7472131,161152.4399418831,118333333.33333333,-118172180.89339145,128461754.63115111,0.0,-246633935.52454257,4287808.333333333,25416389.32995641,0.36586907446153843,0.36563109792016957,93338261.67631035,-0.018108187941805118
2029,510471052.32527345,323342818.9899799,28713996.693296634,73500000.0,336170.17318815074,530203381.4099576,-19732329.084684134,118333333.33333333,-138065662.41801745,123490394.9816305,0.0,-261556057.39964795,4339135.416666667,10444951.103153575,0.3470912307692308,0.3468628046350249,104646565.72668105,-0.10562804713690782
2030,454535979.6530732,287923878.169822,25567648.855485365,73500000.0,302826.7902498651,494506768.36632276,-39970788.713249564,118333333.33333333,-158304122.04658288,118270467.34963387,0.0,-276574589.39621675,4390462.5,-4785220.70160383,0.30906094153846153,0.3088551720843344,107515241.34101538,-0.19466170552034276
2031,427568577.5326317,270847026.60502803,24050732.486210532,73500000.0,286420.3748896647,479647813.9761714,-52079236.44353968,118333333.33333333,-170412569.776873,112789543.3360374,0.0,-283202113.1129104,4413626.250000001,-13889720.249321416,0.29072556391846144,0.2905309425504401,111250054.8849328,-0.247896456950395
2032,409692833.59237933,259528784.39111063,23045221.889571335,73500000.0,275940.67561130074,472363741.3542112,-62670907.76183188,118333333.33333333,-181004241.0951652,107034573.12176111,0.0,-288038814.21692634,4436790.0,-21856637.48804055,0.2785719546830769,0.27838445422400204,116289735.07352921,-0.29447543841955953
2033,391818028.23008686,248210673.99531215,22039764.087942384,73500000.0,265331.1657772589,464234481.7640062,-72416453.53391933,118333333.33333333,-190749786.86725265,100991854.39677101,0.0,-291741641.26402366,4459953.75,-29188960.567106172,0.2664188950015385,0.26623860365710406,120484043.6807517,-0.3373415344897804
2034,373944161.4365872,236892695.4482714,21034359.08080803,73500000.0,254591.85455467028,455260101.83558005,-81315940.39899284,118333333.33333333,-199649273.73232615,94646999.73553139,0.0,-294296273.46785754,4483117.500000001,-35886739.465911284,0.2542663848738461,0.25409339084351706,123833047.3065006,-0.37649503758063946
2035,356071233.20271313,225574848.78062636,20029006.867652614,73500000.0,243722.75111077906,448248152.9214168,-92176919.71870369,118333333.33333333,-210510253.052037,87984902.3412298,0.0,-298495155.3932668,4506281.25,-44055637.70569442,0.24211442429999994,0.24194881577701208,129144297.27313788,-0.4242557700922717
2036,338199243.5192976,214257134.02301478,19023707.447960492,73500000.0,232723.86461283764,440109389.3968522,-101910145.8775546,118333333.33333333,-220243479.2108879,80989700.07721312,0.0,-301233179.288101,4529445.0,-51378721.0748326,0.22996301328,0.22980487845136005,133328547.92587693,-0.467067806440136
2037,317946570.1290157,201430706.95918843,17884494.56975713,73500000.0,219947.6562411996,428187068.1184919,-110240497.9894762,118333333.33333333,-228573831.32280952,73644737.69999562,0.0,-302218569.02280515,4552608.750000001,-57649648.908773825,0.21619273061076924,0.21604327715876798,135371866.5895463,-0.5037238880496471
2038,297694960.4007604,188604429.4886221,16745341.522542775,73500000.0,207024.38890107407,414987966.36366653,-117293005.96290612,118333333.33333333,-235626339.29623944,65932527.203917235,0.0,-301558866.50015664,4575772.5,-62962193.63884626,0.20242307076923075,0.20228239861978176,136138195.3525016,-0.5347726589412478
2039,151881193.79223013,96226187.72775064,8543317.150812944,73500000.0,106176.13700065995,252516042.3054576,-100634848.51322746,118333333.33333333,-218968181.84656078,57834706.183034934,0.0,-276802888.02959573,4598936.250000001,-50491739.30158727,0.1032747403846154,0.1032025941728026,74246537.42689402,-0.4617766059369439
2040,0.0,0.0,0.0,73500000.0,0.0,73500000.0,-73500000.0,118333333.33333333,-191833333.3333333,49331994.11110852,0.0,-241165327.44444183,4622100.000000001,-30163766.66666667,0.0,0.0,0.0,-0.34280776147920544
2041,789740711.2335657,500370329.91179335,44422915.00688807,73500000.0,557850.5744344599,1066622971.7574286,-276882260.52386296,118333333.33333333,-395215593.8571963,40404146.43558578,0.0,-435619740.29278207,4645263.749999999,-182723625.80956388,0.53700435,0.5366252930212856,448329726.8387473,-1.235371557998385
2042,789719963.1932204,500367406.09827346,44421747.92961864,73500000.0,560717.7027797555,1103966931.3917227,-314246968.1985023,118333333.33333333,-432580301.5318356,31029906.37628691,0.0,-463610207.90812254,4668427.5,-210770320.3155434,0.5369922,0.5366111948203551,485677777.36383045,-1.3994333600947568
2043,789699215.2879876,500364481.8332499,44420580.859949306,73500000.0,563584.6960123864,1141308927.587782,-351609712.2997943,118333333.33333333,-469943045.6331276,21186954.314023092,0.0,-491129999.9471507,4691591.25,-238815542.1415124,0.53698005,0.5365970967112332,523023864.8945825,-1.563486545830538
2044,789678467.5178678,500361557.1167281,44419413.79788007,73500000.0,566451.5541322399,1178648960.3647876,-388970492.8469198,118333333.33333333,-507303826.1802531,10851854.64864608,0.0,-518155680.82889915,4714754.999999999,-266859291.30185652,0.5369679,0.5365829986939198,560367989.4501792,-1.7275311152898956
2045,789657719.8828604,500358631.94871324,44418246.7434109,73500000.0,569318.2771397294,1222213177.1486888,-432555457.2658284,118333333.33333333,-550888790.5991617,0.0,0.0,-550888790.5991617,4737918.75,-299571178.366038,0.5369557500000001,0.5365689007684146,603936298.4565645,0.0
2046,789636972.3829646,500355706.32920974,44417079.696541764,73500000.0,572184.8650353557,1265775103.3797824,-476138130.9968178,118333333.33333333,-594471464.3301512,0.0,0.0,-594471464.3301512,4761082.5,-332281347.4142801,0.5369436000000001,0.5365548029347172,647502317.354031,0.0
2047,789616225.0181807,500352780.25822324,44415912.65727267,73500000.0,575051.3178192694,1315560559.3161664,-525944334.2979857,118333333.33333333,-644277667.631319,0.0,0.0,-644277667.631319,4784246.25,-369659163.640156,0.53693145,0.5365407051928277,697291866.4006704,0.0
2048,789595477.7885082,500349853.7357586,44414745.62560359,73500000.0,577917.6354918841,1365343397.576643,-575747919.7881348,118333333.33333333,-694081253.1214682,0.0,0.0,-694081253.1214682,4807410.0,-407035016.50776786,0.5369193000000001,0.5365266075427458,747078798.2152809,0.0
2049,789574730.6939465,500346926.7618207,44413578.601534486,73500000.0,580783.8180535249,1427574604.3246503,-637999873.6307038,118333333.33333333,-756333206.9640372,0.0,0.0,-756333206.9640372,4830573.75,-453747145.63969463,0.53690715,0.5365125099844711,809314098.9612951,0.0
2050,789553983.7344955,500343999.3364148,44412411.58506537,73500000.0,583649.8655044304,1552055833.9920855,-762501850.2575899,118333333.33333333,-880835183.5909233,0.0,0.0,-880835183.5909233,4853737.5,-547146791.8598591,0.536895,0.5364984125180037,933799423.0706053,0.0
2051,789545111.3086729,500341866.4707521,44411912.51111285,73500000.0,584575.219327147,618253778.9818649,171291332.32680798,118333333.33333333,52957998.99347465,0.0,13239499.748368662,39718499.24510598,4861476.5,153190356.0784393,0.5368896000000001,0.5364923837442059,0.0,0.0
2052,789536238.9020932,500339733.53885525,44411413.43824274,73500000.0,585500.5539068587,618251146.977098,171285091.92499518,118333333.33333333,52951758.591661856,0.0,13237939.647915464,39713818.94374639,4869215.5,153177936.7770797,0.5368842,0.5364863549834836,0.0,0.0
2053,789527366.5147561,500337600.54072416,44410914.36645503,73500000.0,586425.8692438442,618248514.9071792,171278851.60757685,118333333.33333333,52945518.27424352,0.0,13236379.56856088,39709138.705682635,4876954.500000001,153165517.53901595,0.5368788,0.5364803262358366,0.0,0.0
2054,789518494.1466619,500335467.4763595,44410415.29574973,73500000.0,587351.1653382067,618245882.7721093,171272611.3745526,118333333.33333333,52939278.04121928,0.0,13234819.51030482,39704458.530914456,4884693.5,153153098.3642478,0.5368734000000001,0.5364742975012652,0.0,0.0
2055,789509621.7978103,500333334.345761,44409916.226126835,73500000.0,588276.4421896107,618243250.5718879,171266371.22592247,118333333.33333333,52933037.89258914,0.0,13233259.473147284,39699778.41944185,4892432.499999999,153140679.2527752,0.536868,0.5364682687797689,0.0,0.0
