year,revenue,fuel_costs,variable_opex,fixed_opex,lost_revenue_from_outages,total_costs,ebitda,depreciation,ebit,interest_expense,tax_expense,net_income,capex,free_cash_flow,capacity_factor,final_cf,carbon_costs,dscr
2025,877997590.1325427,556052956.152053,49387364.44495553,73500000.0,551219.4674571912,678940320.5970085,199057269.53553426,118333333.33333333,80723936.20220093,142000000.0,0.0,-61276063.797799066,4133827.083333334,174742458.4016507,0.59697,0.5965954488289186,0.0,0.85534399314483
2026,864821422.3930539,550482487.1326222,48890658.30111486,73500000.0,549592.1519060751,672873145.433737,191948276.95931685,118333333.33333333,73614943.62598352,137705552.61892185,0.0,-64090608.992938325,4185154.1666666665,169359386.88615432,0.5909706,0.590595277972444,0.0,0.8239237784556942
2027,851864498.7368376,544967820.1154356,48398947.58239192,73500000.0,547903.4485271259,666866767.6978276,184997731.03901005,118333333.33333333,66664397.70567672,133196382.86878978,0.0,-66531985.16311306,4236481.250000001,164095150.36259085,0.585031491,0.5846554514555329,0.0,0.7931988438912169
2028,839122883.3950326,539508396.128225,47912182.05051172,73500000.0,546155.8459052087,660920578.1787367,178202305.21629596,118333333.33333333,59868971.88296263,128461754.63115111,0.0,-68592782.74818848,4287808.333333333,158947253.91222194,0.57915206712,0.5787753624038042,0.0,0.763154592173414
2029,826592714.7217226,534103661.7977578,47430311.97242607,73500000.0,544351.7605911216,655033973.7701839,171558740.95153868,118333333.33333333,53225407.61820535,123490394.9816305,0.0,-70264987.36342515,4339135.416666667,153913253.6303207,0.5733317285685,0.5729544100459771,0.0,0.7337767244972323
2030,814270203.7591767,528753069.2937561,46953288.11523294,73500000.0,542493.5389904683,649206357.4089891,165063846.35018766,118333333.33333333,46730513.01685433,118270467.34963387,0.0,-71539954.33277954,4390462.5,148990755.5959741,0.5675698815813179,0.5671919996524962,0.0,0.7050512345030657
2031,802177045.3174576,523462485.22728485,46482534.27986735,73500000.0,537363.7402766686,643445019.5071522,158732025.81030536,118333333.33333333,40398692.47697203,112789543.3360374,0.0,-72390850.85906537,4413626.250000001,144218726.44106236,0.5618814727834879,0.5615053306258286,0.0,0.6771649137481184
2032,790283426.3901699,518224837.06756634,46016500.20026864,73500000.0,532280.1004117283,637741337.267835,152542089.12233484,118333333.33333333,34208755.78900151,107034573.12176111,0.0,-72825817.3327596,4436790.0,139553110.17508447,0.5562500751734563,0.5558756758748115,0.0,0.6499011938406128
2033,778585786.3438394,513039595.159554,45555138.55662626,73500000.0,527242.3917842371,632094733.7161803,146491052.62765908,118333333.33333333,28157719.294325754,100991854.39677101,0.0,-72834135.10244526,4459953.75,134991669.05407766,0.5506751173683468,0.5503024637798829,0.0,0.6232469821815082
2034,767080631.3289291,507906235.1476648,45098402.50355114,73500000.0,522250.3803047524,626504637.6512159,140575993.67771316,118333333.33333333,22242660.344379827,94646999.73553139,0.0,-72404339.39115156,4483117.500000001,130532211.09161821,0.5451560337118224,0.5447851284524552,0.0,0.5971894538901096
2035,755764532.9908732,502824237.922755,44646245.66531911,73500000.0,517303.8257421501,620970483.5880741,134794049.40279913,118333333.33333333,16460716.069465801,87984902.3412298,0.0,-71524186.271764,4506281.25,126172589.13543268,0.5396922642166915,0.5393231096774553,0.0,0.5717160464015021
2036,744634127.2063794,497793089.5696289,44198622.131162226,73500000.0,512402.4820480943,615491711.7007911,129142415.5055883,118333333.33333333,10809082.172254965,80989700.07721312,0.0,-70180617.90495816,4529445.0,121910699.96252455,0.5342832545080921,0.5339158528564449,0.0,0.5468144541723146
2037,733686112.8444929,492812281.3150701,43755486.45060719,73500000.0,507546.0976710053,610067767.7656772,123618345.0788157,118333333.33333333,5285011.74548237,73644737.69999562,0.0,-68359725.95451325,4552608.750000001,117744483.3924451,0.528928455767243,0.5285628089513081,0.0,0.5224726234926431
2038,722917250.5519407,487881309.47639465,43316793.62886049,73500000.0,502734.41586006054,604698103.1052551,118219147.44668555,118333333.33333333,-114185.88664777577,65932527.203917235,0.0,-66046713.09056501,4575772.5,113671921.4183475,0.52362732467576,0.5232634344285049,0.0,0.49867874740201934
2039,712324361.562269,482999675.4105178,42882499.12223993,73500000.0,497967.1749591703,599382174.5327578,112942187.02951121,118333333.33333333,-5391146.303822115,57834706.183034934,0.0,-63225852.48685705,4598936.250000001,109691037.35546674,0.5183793233605302,0.5180171912038841,0.0,0.47542126070733404
2040,701904326.5283092,478166885.4635306,42452558.83365176,73500000.0,493244.10869113373,594119444.2971823,107784882.2311269,118333333.33333333,-10548451.102206424,49331994.11110852,0.0,-59880445.21331494,4622100.000000001,105799895.0066785,0.5131839193391372,0.5128235465880476,0.0,0.4526888351006868
